Event Description,Year,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Respondent,Geographic Areas,NERC Region,Demand Loss (MW),Number of Customers Affected,Tags
Storm,2005,6/6/2005,4:43  p.m.,6/7/2005,10:00 p.m.,PECO Energy,"Bucks, Montgomery, Delaware, Chester, Philadelphia counties, Pennsylvania",MAAC,N/A,"143,000","severe weather, thunderstorm"
Storm,2005,6/5/2005,2:00 p.m.,6/10/2005,7:30 a.m.,DTE Energy,Southeast  Michigan,ECAR,"1,826","201,580","severe weather, thunderstorm"
Storm,2005,6/5/2005,2:00 p.m.,6/7/2005,6:00 p.m.,Consumers Energy,Portions of  the southern 2/3 of  Michigan's Lower Peninsula,ECAR,60,"105,000","severe weather, thunderstorm"
Storm,2005,5/29/2005,8:00 p.m.,5/30/2005,2:30 a.m.,CenterPoint Energy Houston Electric,"Houston, Texas and surrounding suburban areas",ERCOT,328,"123,000","severe weather, thunderstorm"
Voltage Reduction,2005,5/11/2005,7:00 p.m.,5/11/2005,8:31 p.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,529,N/A,voltage reduction
Storm,2005,5/8/2005,3:00 p.m.,5/8/2005,10:00 p.m.,CenterPoint Energy Houston Electric,"Houston, Texas and surrounding suburban areas",ERCOT,672,"243,000","severe weather, thunderstorm"
Storm,2005,4/30/2005,8:00 a.m.,4/30/2005,10:00 a.m.,Southern Company,Alabama and Georgia,SERC,100,"51,808","severe weather, thunderstorm"
Storm,2005,4/23/2005,6:00 a.m,4/27/2005,6:00 a.m.,Cleveland Electric Illuminating Company/First Energy Corporation,"Cleveland, Ohio and northeast Ohio",ECAR,N/A,"150,000","severe weather, winter storm"
Voltage Reduction,2005,4/23/2005,4:22 a.m.,4/23/2005,4:48 a.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,345,"116,552",voltage reduction
Lightning,2005,4/22/2005,3:51 p.m.,4/22/2005,3:59 p.m.,Crockett Cogeneration,"San Francisco Bay area, California",WECC,126,"19,326","severe weather, thunderstorm"
Storm,2005,4/1/2005,Midnight,4/6/2005,12:00 p.m.,Cleveland Electric Illuminating Company/First Energy Corporation,"Cleveland, Ohio and northeast Ohio",ECAR,N/A,"211,000","severe weather, winter storm"
Storm,2005,3/8/2005,11:00 a.m.,3/8/2005,3:00 p.m.,Progress Energy - Carolinas,Eastern and Central North Carolina,SERC,180,"51,600","severe weather, wind"
Voltage Reduction,2005,2/24/2005,12:58 a.m.,2/24/2005,1:05 a.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,200,N/A,voltage reduction
Generator Trip,2005,2/18/2005,8:16 a.m.,2/18/2005,8:41 a.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,648,"372,288","equipment failure, voltage reduction"
Load Shed,2005,2/16/2005,1:26 p.m.,2/16/2005,1:43 p.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,325,"139,438",load shedding
Generator Trip,2005,2/15/2005,1:12 p.m.,2/15/2005,1:30 p.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,380,N/A,equipment failure
Voltage Reduction,2005,2/1/2005,5:78 p.m.,2/1/2005,6:01 p.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,460,N/A,voltage reduction
Ice and Snow,2005,1/29/2005,4:00 p.m.,1/30/2005,3:00 p.m.,Georgia System Operations Corporation (GSOC),Georgia,SERC,100,"82,000","severe weather, winter storm"
Ice and Snow,2005,1/29/2005,10:00 a.m.,1/31/2005,10:00 a.m,Southern Company,Parts of Alabama and Georgia,SERC,100,"150,000","severe weather, winter storm"
Voltage Reduction,2005,1/24/2005,6:38 a.m.,1/24/2005,6:50 a.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,225,"70,717","load shedding, voltage reduction"
Voltage Reduction,2005,1/24/2005,12:27 p.m.,1/24/2005,12:34 p.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,385,N/A,"load shedding, voltage reduction"
Voltage Reduction,2005,1/23/2005,10:42 a.m.,1/23/2005,11:24 a.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,140,N/A,voltage reduction
Voltage Reduction,2005,1/19/2005,9:17 a.m.,1/19/2005,9:27 a.m.,Puerto Rico Electric Power Authority,Island of Puerto Rico,PR,209,N/A,voltage reduction
Ice and Snow,2005,1/7/2005,1:00 p.m.,1/10/2005,8:00 a.m.,Pacific Gas and Electric Company,Northern California,WECC,120,"442,000","severe weather, winter storm"
Ice and Snow,2005,1/5/2005,4:00 p.m.,1/13/2005,6:00 p.m.,Ohio Edison/First Energy,Akron and Mansfield areas,ECAR,250,"246,990","severe weather, winter storm"
Storm,2005,1/5/2005,9:10 p.m.,1/16/2005,11:00 a.m.,American Electric Power,Indiana Michigan Region - Muncie District,ECAR,545,"114,791","severe weather, winter storm"
Storm,2005,1/4/2005,6:00 p.m.,1/14/2005,12:00 p.m.,Westar Energy,Eastern one third of the state of Kansas,SPP,200,"211,000","severe weather, winter storm"
Fault on Line,2004,12/27/2004,7:50 a.m.,12/27/2004,10:50 a.m.,Pacific Gas and Electric  Company,"Salinas, California and surrounding communities",WECC,100,"95,000",severe weather
Ice and Snow,2004,12/23/2004,3:37 a.m.,12/31/2004,11:00 p.m.,American Electric Power,Columbus District,ECAR,800,"359,171","severe weather, winter storm"
High Winds and Rain,2004,12/1/2004,10:00 a.m.,12/2/2004,11:59 p.m.,Baltimore Gas & Electric Company,"Central Maryland (Baltimore City, Baltimore County, Anne Arundel County, Hartford County, Montgomery County, Calvert County, Prince George's County, Carroll County and Howard County)",MAAC,270,"122,000","severe weather, wind"
Ice and Snow,2004,12/1/2004,7:30 a.m.,12/2/2004,10:09 p.m.,Exelon (PECO Energy),"Bucks, Chester, Delaware, Montgomery, and Philadelphia Counties, Pennsylvania",MAAC,-,"105,312","severe weather, storm"
Storm,2004,11/24/2004,10:00 a.m.,11/24/2004,4:00 p.m.,Southern Company,Georgia,SERC,100,"83,450","severe weather, thunderstorm"
Storm,2004,11/23/2004,10:00 p.m.,11/24/2004,1:00 a.m.,CenterPoint Energy,"Houston, Texas and surrounding suburban areas",ERCOT,150,"119,000","severe weather, thunderstorm"
Ice and Snow,2004,11/14/2004,4:55 a.m.,11/15/2004,1:31 a.m.,ISO New England ( For New Brunswick Electric Power Coordination of joint Reliability Coordinators and Control Area Functions),Nova Scotia,NPCC,165,"165,000","severe weather, winter storm"
Fuel Supply Emergency,2004,11/9/2004,2:15 p.m.,11/12/2004,1:07p.m.,Keyspan Energy,"Sayreville, New Jersey Long Island, New York",NPCC,0,0,"fuel supply emergency, natural gas"
Storm,2004,10/30/2004,10:00 a.m.,11/1/2004,6:00 p.m.,Consumers Energy,"Lower peninsula of Michigan. following area:  Grand Rapids, Kalamazoo, Battle Creek, Greenville, Jackson,  Flint, Lansing, Allegan, Temperance",ECAR,60,"122,000","severe weather, wind"
High Winds and Rain,2004,10/30/2004,12:30  p.m.,11/3/2004,1:50 p.m.,DTE Energy,Southeastern Michigan,ECAR,700,"159,870","severe weather, wind"
Transmission System Interruption,2004,10/28/2004,3:27 p.m.,10/28/2004,6:08 p.m.,Pacific Gas and Electric  Company,"San  Jose, California",WECC,103,"59,458",transmission interruption
Fire,2004,10/25/2004,11:00 a.m.,10/26/2004,10:00 a.m.,Entergy Transmission,Southeastern Louisiana in the New Orleans area,SPP,-,-,"wild fire, public appeal"
Storm,2004,10/18/2004,10:30 p.m.,10/20/2004,9:00 a.m.,Pacific Gas and Electric  Company,Northern California,WECC,140,"407,440","severe weather, wind"
Equipment Failure,2004,10/10/2004,5:09 p.m.,10/11/2004,7:57 p.m.,Puerto Rico Electric Power Authority,Island Wide,PR,79,"82,000",equipment failure
Equipment Failure,2004,9/27/2004,4:06 p.m.,9/27/2004,4:12 p.m.,ISO New England ( For New Brunswick Electric Power Coordination of joint Reliability Coordinators and Control Area Functions),Nova Scotia,NPCC,-,-,equipment failure
Hurricane,2004,9/27/2004,8:00 a.m.,9/27/2004,2:00 p.m.,Southern Company,Georgia,SERC,854,"85,455","severe weather, hurricane/tropical storm"
Hurricane,2004,9/26/2004,3:00 a.m.,9/30/2004,9:00 a.m.,Orlando Utilities Commission,"Orlando and St. Cloud, Florida",FRCC,350,"110,000","severe weather, hurricane/tropical storm"
Hurricane,2004,9/26/2004,6:00 a.m.,10/1/2004,12:00 a.m.,Progress Energy Florida,"Florida counties of Alachua, Bay, Brevard, Citrus, Columbia, Dixie, Flagler, Franklin, Gilchrist, Gulf, Hamilton, Hardee, Hernando, Highlands, Hillsborough, Jefferson, Lafayette, Lake, Leon, Levy, Madison, Marion, Orange, Osceola, Pasco, Pinellas, Polk, Seminole, Sumter, Suwannee, Taylor, Volusia and Wakulla",FRCC,"1,800","722,000","severe weather, hurricane/tropical storm"
Hurricane,2004,9/26/2004,2:00 a.m.,9/27/2004,12:00 a.m.,Tampa Electric Company,"Hillsborough, Pasco, and Polk County, Florida",FRCC,"1,250","285,300","severe weather, hurricane/tropical storm"
Hurricane,2004,9/25/2004,5:00 p.m.,9/26/2004,9:00 a.m.,Fort Pierce Utilities Authority,"City of Fort Pierce, Florida",FRCC,125,"26,000","severe weather, hurricane/tropical storm"
Hurricane,2004,9/17/2004,4:30 a.m.,9/18/2004,12:00 p.m.,Progress Energy -Carolinas,Western North Carolina,SERC,400,"112,000","severe weather, hurricane/tropical storm"
Hurricane,2004,9/16/2004,9:00 p.m.,9/20/2004,4:00 p.m.,Duke Energy Company/Duke Power Control Area,Western  North and South Carolina,SERC,500,"175,000","severe weather, hurricane/tropical storm"
Hurricane,2004,9/16/2004,2:00 a.m.,9/16/2004,10:02 a.m.,Alabama Electric Cooperative,"Baldwin County, Alabama, Escambia County, Florida, Washington County, Alabama",SERC,263,"75,000","severe weather, hurricane/tropical storm"
Hurricane,2004,9/15/2004,7:00 p.m.,9/17/2004,7:00 p.m.,Southern Company,"Florida, Mississippi, Alabama, Georgia",SERC,916,"916,316","severe weather, hurricane/tropical storm"
Hurricane,2004,9/15/2004,12:04 p.m.,09/23/04 12:00 p.m.,,Puerto Rico Electric Power Authority,Whole Island of Puerto Rico,PR,"1,243","1,423,590","severe weather, hurricane/tropical storm"
Hurricane,2004,9/7/2004,10:00 a.m.,9/8/2004,12:00 p.m.,Georgia System Operations,Georgia,SERC,"2,200","150,000","severe weather, hurricane/tropical storm"
Hurricane,2004,9/6/2004,1:00 p.m.,9/9/2004,12:00 p.m.,Southern Company,"Florida, Mississippi, Alabama, Georgia",SERC,"3,000","99,000","severe weather, hurricane/tropical storm"
Hurricane,2004,9/5/2004,1:00 a.m.,9/9/2004,5:00 p.m.,Orlando Utilities Commission,"Orlando, Florida",FRCC,200,"65,000","severe weather, hurricane/tropical storm"
Hurricane,2004,9/5/2004,7:00 a.m.,9/12/2004,12:00 a.m.,Progress Energy Florida,"Florida counties of Alachua, Citrus, Columbia, Dixie, Franklin, Gilchrist, Gulf, Hamilton, Hardee, Hernando, Highlands, Jefferson, Lafayette, Lake, Levy, Madison, Marion, Orange, Osceola, Pasco, Pinellas, Polk, Seminole, Sumter, Suwannee, Taylor, Volusia and Wakulla",FRCC,"2,100","832,898","severe weather, hurricane/tropical storm"
Hurricane,2004,9/4/2004,8:00 a.m.,9/6/2004,8:00 a.m.,Florida Power & Light,"West Palm Beach to Daytona Beach, Florida",FRCC,"6,000","2,775,093","severe weather, hurricane/tropical storm"
Hurricane,2004,9/4/2004,10:00 a.m.,9/12/2004,7:00 p.m.,Tampa Electric Company,"Hillsborough, Pasco, and Polk County, Florida",FRCC,"1,100","268,000","severe weather, hurricane/tropical storm"
Hurricane,2004,9/3/2004,9:00 p.m.,9/5/2004,2:00 p.m.,Fort Pierce Utilities Authority,"City of Fort Pierce, Florida",FRCC,125,"26,000","severe weather, hurricane/tropical storm"
Storm,2004,8/30/2004,6:58 p.m.,8/31/2004,3:35 p.m.,Dominion - Virginia Power/North Carolina Power,"Central Virginia, South to North Carolina and East to the Virginia Coast",SERC,150,"99,816","severe weather, hurricane/tropical storm"
Storm,2004,8/29/2004,9: 52 a.m.,8/29/2004,6:00 p.m.,South Carolina Electric and Gas Company,Southeastern South Carolina,SERC,450,"125,000","severe weather, hurricane/tropical storm"
Fault on Line,2004,8/20/2004,3:31 p.m.,8/20/2004,9:45 p.m.,National Grid USA,"Boston, Massachusetts",NPCC,"22,700","380,000","severe weather, thunderstorm, transmission interruption"
Hurricane,2004,8/14/2004,1:00 p.m.,8/14/2004,11:00 p.m.,Progress Energy - Carolinas,Central and Eastern North Carolina and Northern and Eastern South Carolina,SERC,500,"94,000","severe weather, hurricane/tropical storm"
Hurricane,2004,8/13/2004,4:43 p.m.,8/13/2004,8:24 p.m.,Tampa Electric Company,"Eastern Hillsborough, Polk County, Florida",FRCC,250,"78,000","severe weather, hurricane/tropical storm"
Hurricane,2004,8/13/2004,10:04 p.m.,8/14/2004,4:23 p.m.,"Utilities Commission, City of New Smyrna Beach","New Smyrna Beach, Florida",FRCC,65,"23,000","severe weather, hurricane/tropical storm"
Hurricane,2004,8/13/2004,8:00 a.m.,8/23/2004,12:00 a.m,Progress Energy Florida,"Florida counties of Hardee, Highlands, Lake, Orange, Osceola, Polk, Seminole, Volusia",FRCC,"1,300","502,000","severe weather, hurricane/tropical storm"
Hurricane,2004,8/13/2004,1:30 p.m.,8/13/2004,12 a.m.,Seminole Electric Cooperative,"Florida counties of Collier, Hendry, Glades, Highlands, Charlotte, Desoto, Lee, Hardee, and Polk",FRCC,700,"200,000","severe weather, hurricane/tropical storm"
Hurricane,2004,8/13/2004,3:00 p.m.,8/13/2004,11:00 p.m.,Florida Power & Light,West Coast of Florida from Naples to Charlotte and in an area centered around Daytona Beach,FRCC,"1,400","1,200,000","severe weather, hurricane/tropical storm"
Unit Tripped,2004,8/9/2004,8:23 a.m.,8/9/2004,11:10 a.m.,Puerto Rico Electric Power Authority,Whole Island of Puerto Rico,PR,451.7,"259,478",generator trip
Equipment Failure,2004,8/4/2004,12:46 p.m.,8/4/2004,1:50 p.m.,Southern California Edison,"Northwest Orange County, California",WECC,480,"182,000",equipment failure
Storm,2004,8/3/2004,9:00 p.m.,8/4/2004,7:00 a.m.,Commonwealth Edison,Northern Illinois,MAIN,127,"127,000","severe weather, storm"
Generator Trip,2004,8/2/2004,10:00 a.m.,8/2/2004,8:00 p.m.,Entergy Transmission,Southeast Texas,SPP,-,-,"generator trip, public appeal, load shedding"
Storm,2004,7/25/2004,10:00 p.m.,7/25/2004,11:00 p.m.,Southern Company,"Georgia, Alabama, Florida panhandle, Southern Mississippi",SERC,61,"61,004","severe weather, storm"
Public Appeal,2004,7/24/2004,3:45 p.m.,7/25/2004,9:00 p.m.,Entergy Transmission,Southwest Louisiana in the Acadia Parish vicinity,SPP,-,-,public appeal
Storm,2004,7/21/2004,5:30 p.m.,7/22/2004,7:00 p.m.,Commonwealth Edison,"Chicago, Illinois",MAIN,200,"200,000","severe weather, thunderstorm"
Fire,2004,7/20/2004,3:44 p.m.,7/20/2004,5:51 p.m.,Puerto Rico Electric Power Authority,"Regions of  San Juan, Caguas, Ponce, Bayamon, Carolina, Arecibo and Mayaguez",PR,200,"61,624",wild fire
Fire,2004,7/20/2004,2:26 p.m.,7/21/2004,2:00 a.m.,Southern California Edison,"Soledad Canyon near Acton, California",WECC,214,-,"wild fire, load shedding"
Storm,2004,7/13/2004,4:30 p.m.,7/17/2004,8:00 a. m.,Cinergy Services,"West, West Central and Southern Indiana",ECAR,600,"135,000","severe weather, thunderstorm"
Unit Tripped,2004,7/13/2004,1:34 p.m.,7/13/2004,5:15 p.m.,City of Tallahassee,"Leon  County, Florida",FRCC,283,"42,124",generator trip
Storm,2004,7/7/2004,1:30 p.m.,7/7/2004,11:54 p.m.,Dominion - Virginia Power/North Carolina Power,Central Virginia,SERC,120,"88,110","severe weather, thunderstorm"
Fire,2004,7/6/2004,6:00 a.m.,8/9/2004,12:00 p.m.,Salt River Project,"Metro Phoenix, Arizona",WECC,-,-,"wild fire, public appeal"
Fire,2004,7/6/2004,6:00 a.m.,8/9/2004,12:00 p.m.,Arizona Public Service,"Metro Phoenix, Arizona",WECC,-,-,"wild fire, public appeal"
Storm,2004,6/23/2004,7:00 p.m.,6/23/2004,8:00 p.m.,Southern Company,Georgia and Alabama,SERC,50,"50,595","severe weather, thunderstorm"
Load Shed,2004,6/23/2004,5:35 p.m.,6/23/2004,7:10 p.m.,Idaho Power Company,Southern Idaho,WECC,157,"35,000",load shedding
Fault on Line,2004,6/14/2004,7:41 a.m.,6/14/2004,2:39 p.m.,Arizona Public Service,"Phoenix, Arizona",WECC,200,"30,000",equipment failure
Hurricane,2004,6/12/2004,5:37 p.m.,6/12/2004,5:41 p.m.,Lincoln Electric System,"Lincoln, Nebraska",MAPP,428,"120,212","severe weather, tornado"
Storm,2004,6/2/2004,2:35 a.m.,6/6/2004,6:00 p.m.,American Electric Power,"Tulsa, Oklahoma",ECAR,280,"56,874","severe weather, thunderstorm"
Storm,2004,6/2/2004,1:46 a.m.,6/7/2004,4:00 p.m.,American Electric Power,"Shreveport, Louisiana",ECAR,350,"59,057","severe weather, thunderstorm"
Storm,2004,6/1/2004,5:00 p.m.,6/2/2004,1:00 a.m.,TXU Electric Delivery,"Collin, Dallas, Denton, Ellis, Parker, and Tarrant Counties, Texas",ERCOT,"1,900","500,000","severe weather, wind"
Public Appeal,2004,5/28/2004,12:00 p.m.,5/31/2004,12:00 a.m.,Seminole Electric Cooperative,"Florida counties of Gadsden, Wakulla, Leon, and Liberty",FRCC,0,0,public appeal
Public Appeal,2004,5/28/2004,12:00 p.m.,5/31/2004,12:00 a.m.,City of Tallahassee,"Florida counties of Gadsden, Wakulla, Leon, and Liberty",FRCC,0,0,public appeal
Public Appeal,2004,5/28/2004,12:00 p.m.,5/31/2004,12:00 a.m.,Progress Energy Florida,"Florida counties of Gadsden, Wakulla, Leon, and Liberty",FRCC,0,0,public appeal
Storm,2004,5/21/2004,11:00 a.m.,5/26/2004,9:00 p.m.,American Electric Power,"Northern and Southern Michigan, AEP Fort Wayne/Michigan Region, Buchanan, Elkhart, New Buffalo, South Bend, St. Joseph, Three Rivers areas",ECAR,303,"122,600","severe weather, thunderstorm"
Storm,2004,5/21/2004,4:00  p.m.,5/24/2004,8:00 p.m.,Detroit Edison,Southeast Michigan,ECAR,630,"250,000","severe weather, thunderstorm"
Storm,2004,5/21/2004,1:00 p.m.,5/25/2004,12:00 p.m.,Consumers Energy,"Lower peninsula of Michigan following cities:  Grand Rapids, Kalamazoo, Battle Creek, Jackson, Bronson, Jonesville, Flint",ECAR,200,"248,209","severe weather, thunderstorm"
High Winds and Rain,2004,5/21/2004,5:30 a.m.,5/25/2004,12:00 a.m.,Allegheny Power,"Western Pennsylvania, Northern West Virginia, Western Maryland, Northern Virginia",MAAC,162,"225,353","severe weather, wind, rain"
Storm,2004,5/21/2004,2:00 a.m.,5/24/2004,12:00 a.m.,Ohio Edison,Akron and Youngstown areas,ECAR,392,"281,000","severe weather, thunderstorm"
Storm,2004,5/21/2004,2:00 a.m.,5/24/2004,12:00 a.m.,Cleveland Electric Illuminating Company,Cleveland area,ECAR,177,"127,000","severe weather, thunderstorm"
Storm,2004,5/11/2004,3:30 p.m.,5/11/2004,6:00 p.m.,CenterPoint Energy,"Houston, Texas and surrounding suburban areas",ERCOT,85,"62,500","severe weather, thunderstorm"
Storm,2004,5/3/2004,2:30 p.m.,5/3/2004,7:00 p.m.,Southern California Edison,Central and Southern California,WECC,662,940,"severe weather, heat"
High Winds and Rain,2004,4/27/2004,12:35 p.m.,4/30/2004,12:00 p.m.,Snohomish County PUD #1,Snohomish County Washington,WECC,300,"187,000","severe weather, wind"
Storm,2004,4/12/2004,5:30 a.m.,4/12/2004,10:15 a.m.,Florida Power & Light,FPL's service territory mostly in Naples and Ft. Myers Florida,FRCC,250,"179,000","severe weather, wind"
Storm,2004,4/10/2004,8:00 p.m.,4/11/2004,4:00 p.m.,CenterPoint Energy,"Houston, Texas and surrounding suburban areas",ERCOT,100,"85,000","severe weather, thunderstorm"
Fault on Line,2004,3/17/2004,1:27 p.m.,3/17/2004,2:06 p.m.,El Paso Electric Company,"El Paso, Texas",WECC,300,"100,000",equipment failure
Fuel Supply Emergency,2004,3/8/2004,6:22 p.m.,3/8/2004,6:55 p.m.,Southern California Edison,Southern California not including LA,WECC,300,"70,000",fuel supply emergency
Storm,2004,3/7/2004,6:30 p.m.,3/9/2004,8:00 a.m.,Duke Energy Company/Duke Power Control Area,North and South Carolina,SERC,"1,000","206,000","severe weather, storm"
Storm,2004,3/4/2004,5:00 a.m.,3/16/2004,2:45 p.m.,Electric Reliability Council of Texas,North Texas,ERCOT,300,"63,000","severe weather, wind"
Storm,2004,2/26/2004,12:00 a.m.,2/26/2004,1:30 a.m.,Southern Company,Georgia,SERC,10,"47,165","severe weather, storm"
Storm,2004,2/25/2004,12:01 a.m.,2/26/2004,10:00 a.m.,Pacific Gas and Electric  Company,Northern California,WECC,240,"505,000","severe weather, winter storm"
Lightning,2004,2/17/2004,2:25 p.m.,2/17/2004,11:57 p.m.,Crockett Cogeneration,"San Francisco Bay area, California",WECC,220,592,"severe weather, thunderstorm"
Load Shed,2004,2/14/2004,8:00 p.m.,2/16/2004,12 noon,National Grid (Niagara Mohawk),"Lake Colby, Lake Placid, Tupper Lake",NPCC,30,"18,600",public appeal
Ice and Snow,2004,2/5/2004,8:00 p.m.,2/9/2004,8:00 p.m.,Allegheny Power,"Maryland, Southeastern West Virginia, Northern Virginia, Northern Pennsylvania and South Central Pennsylvania",MAAC,60,"87,456","severe weather, winter storm"
Ice and Snow,2004,1/28/2004,1:09 p.m.,1/29/2004,5:00 a.m.,Baltimore Gas & Electric Company,"Harford County, Maryland",MAAC,300,"70,000","severe weather, winter storm"
