DATA_DATE_E,PRO_M,ERR_TIME_R,ERR_DEV,ERR_TYPE,RES_TYPE
2014/7/7 7:41,重合成功,,令克,用户原因,用户运行和维护管理不到位
2014/7/7 8:55,重合不成,2014/7/7 14:53,杆塔,设计安装不当,安装工艺不当
2014/7/7 18:18,重合成功,,架空导线,设计安装不当,安装工艺不当
2014/7/8 9:22,重合不成,2014/7/8 9:40,架空导线,外力因素,建设施工
2014/7/8 12:00,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/8 12:36,重合成功,,,原因不明,
2014/7/8 15:55,重合成功,,柱开,设备本体,设备老化
2014/7/8 16:19,重合成功,,杆塔,外力因素,车辆
2014/7/8 23:08,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/9 10:18,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/9 13:38,重合成功,,电缆,用户原因,外力破坏
2014/7/9 16:18,接地,2014/7/9 17:03,架空导线,雨雪大风,大雨、强风
2014/7/10 5:14,重合成功,,,原因不明,
2014/7/10 7:29,重合成功,,架空导线,外力因素,建设施工
2014/7/10 7:44,重合不成,2014/7/10 8:22,电缆附件,设备本体,设备老化
2014/7/10 7:44,重合不成,2014/7/10 8:50,电缆附件,设备本体,设备老化
2014/7/10 9:33,重合成功,,,原因不明,
2014/7/10 9:35,重合成功,,,原因不明,
2014/7/10 10:22,重合不成,2014/7/10 11:12,电缆,用户原因,外力破坏
2014/7/10 12:12,重合成功,,,原因不明,
2014/7/10 13:17,重合成功,,架空导线,外力因素,建设施工
2014/7/10 15:23,重合成功,,,原因不明,
2014/7/10 18:34,重合不成,2014/7/10 19:59,电缆,外力因素,建设施工
2014/7/11 6:06,重合成功,,架空导线,外力因素,鸟害等小动物
2014/7/11 7:23,重合成功,,架空导线,外力因素,建设施工
2014/7/11 8:44,重合成功,,电缆,用户原因,用户运行和维护管理不到位
2014/7/11 10:17,重合成功,,架空导线,外力因素,建设施工
2014/7/11 11:15,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/11 11:15,接地,2014/7/11 13:25,配电变压器,用户原因,外力破坏
2014/7/11 11:15,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/11 11:19,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/11 11:19,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/11 11:23,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/11 11:33,无重合闸,2014/7/11 11:38,架空导线,其他原因,低压影响
2014/7/11 12:20,接地,2014/7/11 14:05,配电变压器,用户原因,用户运行和维护管理不到位
2014/7/11 15:46,重合成功,,架空导线,雷击,雷击故障
2014/7/11 15:54,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/11 17:47,重合成功,,,原因不明,
2014/7/11 17:54,重合不成,2014/7/11 20:04,架空导线,外力因素,建设施工
2014/7/11 18:06,重合成功,,架空导线,雷击,雷击故障
2014/7/11 18:06,重合成功,,架空导线,雷击,雷击故障
2014/7/11 18:54,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/11 19:11,重合不成,2014/7/11 21:40,绝缘子,雷击,雷击故障
2014/7/11 19:11,重合成功,,架空导线,雷击,雷击故障
2014/7/11 19:11,重合不成,2014/7/11 21:47,架空导线,雨雪大风,大雨、强风
2014/7/11 19:22,重合成功,,架空导线,雷击,雷击故障
2014/7/11 19:58,重合成功,,架空导线,雷击,雷击故障
2014/7/11 19:59,重合不成,2014/7/11 22:00,架空导线,雷击,雷击故障
2014/7/11 20:19,重合成功,,架空导线,雷击,雷击故障
2014/7/11 20:19,重合成功,,架空导线,雷击,雷击故障
2014/7/11 20:32,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/11 20:42,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/12 3:40,重合不成,2014/7/12 7:21,架空导线,外力因素,车辆
2014/7/12 8:52,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/12 11:15,重合成功,,架空导线,外力因素,鸟害等小动物
2014/7/12 13:21,重合成功,,架空导线,雷击,雷击故障
2014/7/12 13:31,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/12 14:12,重合成功,,架空导线,雷击,雷击故障
2014/7/12 14:12,重合成功,,架空导线,雷击,雷击故障
2014/7/12 15:10,重合成功,,架空导线,雷击,雷击故障
2014/7/12 15:10,重合成功,,架空导线,雷击,雷击故障
2014/7/12 15:34,重合成功,,架空导线,雷击,雷击故障
2014/7/12 15:34,重合成功,,架空导线,雷击,雷击故障
2014/7/12 15:37,重合成功,,架空导线,雷击,雷击故障
2014/7/12 15:40,重合成功,,架空导线,雷击,雷击故障
2014/7/12 15:43,重合成功,,架空导线,雷击,雷击故障
2014/7/12 15:50,重合成功,,架空导线,雷击,雷击故障
2014/7/12 16:36,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/12 16:52,重合成功,,架空导线,雷击,雷击故障
2014/7/12 16:58,接地,2014/7/12 17:58,绝缘子,雷击,雷击故障
2014/7/12 17:00,重合成功,,架空导线,雷击,雷击故障
2014/7/12 18:35,重合不成,2014/7/12 20:55,架空导线,雷击,雷击故障
2014/7/12 18:53,重合成功,,架空导线,雷击,雷击故障
2014/7/12 19:04,重合成功,,架空导线,雷击,雷击故障
2014/7/12 19:16,重合成功,,架空导线,雷击,雷击故障
2014/7/12 19:22,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/12 19:27,重合不成,2014/7/12 21:20,架空导线,雨雪大风,大雨、强风
2014/7/12 19:28,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/12 19:35,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/12 19:40,重合成功,,架空导线,雷击,雷击故障
2014/7/12 19:45,重合成功,,架空导线,雷击,雷击故障
2014/7/12 19:46,重合成功,,架空导线,雷击,雷击故障
2014/7/12 20:06,重合成功,,架空导线,雷击,雷击故障
2014/7/12 20:07,重合成功,,架空导线,雷击,雷击故障
2014/7/12 20:07,重合成功,,架空导线,雷击,雷击故障
2014/7/12 20:08,重合成功,,架空导线,雷击,雷击故障
2014/7/12 20:08,重合成功,,架空导线,雷击,雷击故障
2014/7/12 20:08,重合成功,,架空导线,雷击,雷击故障
2014/7/12 20:09,重合成功,,架空导线,雷击,雷击故障
2014/7/12 20:10,重合成功,,架空导线,雷击,雷击故障
2014/7/12 20:11,重合成功,,架空导线,雷击,雷击故障
2014/7/12 20:13,重合成功,,架空导线,雷击,雷击故障
2014/7/12 20:13,重合成功,,架空导线,雷击,雷击故障
2014/7/12 20:13,重合成功,,架空导线,雷击,雷击故障
2014/7/12 20:15,重合成功,,架空导线,雷击,雷击故障
2014/7/12 20:16,重合成功,,架空导线,雷击,雷击故障
2014/7/12 20:16,重合成功,,架空导线,雷击,雷击故障
2014/7/12 20:16,重合成功,,架空导线,雷击,雷击故障
2014/7/12 20:16,重合成功,,架空导线,雷击,雷击故障
2014/7/12 20:16,重合成功,,架空导线,雷击,雷击故障
2014/7/12 20:18,重合成功,,架空导线,雷击,雷击故障
2014/7/12 20:25,重合成功,,架空导线,雷击,雷击故障
2014/7/12 20:31,重合成功,,架空导线,雷击,雷击故障
2014/7/12 21:21,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/12 21:30,接地,2014/7/12 21:31,架空导线,雷击,雷击故障
2014/7/13 2:18,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/13 6:01,重合不成,2014/7/13 7:31,配电变压器,用户原因,设备老旧
2014/7/13 6:02,重合成功,,,原因不明,
2014/7/13 9:38,重合不成,2014/7/13 17:18,架空导线,雷击,雷击故障
2014/7/13 9:38,重合成功,,架空导线,雷击,雷击故障
2014/7/13 9:39,重合成功,,,原因不明,
2014/7/13 12:52,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/13 14:05,重合不成,2014/7/13 18:55,柱开,雷击,雷击故障
2014/7/13 15:29,无重合闸,2014/7/13 16:57,电缆附件,设计安装不当,安装工艺不当
2014/7/13 15:29,重合成功,,配电变压器,用户原因,外力破坏
2014/7/13 17:26,重合成功,,架空导线,雷击,雷击故障
2014/7/13 17:54,接地,2014/7/13 20:59,金具,雷击,雷击故障
2014/7/14 0:11,无重合闸,2014/7/14 1:10,架空导线,雨雪大风,大雨、强风
2014/7/14 0:25,接地,2014/7/14 2:46,柱开,设备本体,设备老化
2014/7/14 0:53,重合成功,,配电变压器,用户原因,设备老旧
2014/7/14 7:10,重合不成,2014/7/14 14:53,配电变压器,用户原因,用户运行和维护管理不到位
2014/7/14 8:48,重合不成,2014/7/14 10:29,架空导线,运行维护不当,巡检不到位
2014/7/14 10:19,重合不成,2014/7/14 11:20,架空导线,雨雪大风,大雨、强风
2014/7/14 11:24,重合成功,,,原因不明,
2014/7/14 15:10,重合成功,,配电变压器,设备本体,设备老化
2014/7/15 9:32,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/15 16:09,重合成功,,,原因不明,
2014/7/15 18:48,重合成功,,避雷器,设备本体,设备老化
2014/7/15 18:49,重合不成,2014/7/15 19:45,电缆附件,设备本体,设备老化
2014/7/16 6:09,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/16 9:19,重合不成,2014/7/16 10:56,架空导线,外力因素,建设施工
2014/7/16 9:19,重合不成,2014/7/16 10:25,架空导线,外力因素,建设施工
2014/7/16 9:24,重合不成,2014/7/16 10:35,架空导线,外力因素,建设施工
2014/7/16 13:17,重合成功,,避雷器,设备本体,设备老化
2014/7/16 13:30,重合成功,,架空导线,外力因素,建设施工
2014/7/17 6:18,重合成功,,架空导线,外力因素,鸟害等小动物
2014/7/17 7:18,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/17 9:26,重合成功,,配电变压器,其他原因,低压影响
2014/7/17 10:04,重合不成,2014/7/17 12:50,配电变压器,用户原因,用户运行和维护管理不到位
2014/7/17 11:23,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/17 13:44,重合成功,,柱开,设备本体,设备老化
2014/7/17 15:20,重合成功,,令克,设备本体,设备老化
2014/7/17 15:30,重合成功,,电缆,用户原因,用户运行和维护管理不到位
2014/7/17 15:35,重合成功,,令克,外力因素,车辆
2014/7/17 17:27,重合不成,2014/7/17 18:30,架空导线,外力因素,外部异物（如，漂浮物）
2014/7/18 5:10,重合成功,,架空导线,外力因素,鸟害等小动物
2014/7/18 6:10,重合不成,2014/7/18 8:47,架空导线,外力因素,鸟害等小动物
2014/7/18 7:30,重合不成,2014/7/18 10:09,,原因不明,
2014/7/18 8:32,重合成功,,电缆,用户原因,外力破坏
2014/7/18 9:37,重合不成,2014/7/18 10:47,架空导线,外力因素,建设施工
2014/7/18 11:55,重合成功,,,原因不明,
2014/7/18 12:01,重合不成,2014/7/18 13:38,刀闸,外力因素,外部异物（如，漂浮物）
2014/7/18 13:16,重合成功,,架空导线,外力因素,外部异物（如，漂浮物）
2014/7/18 15:18,重合成功,,架空导线,用户原因,设备老旧
2014/7/18 17:25,重合成功,,,原因不明,
2014/7/18 17:44,重合成功,,,原因不明,
2014/7/19 6:04,重合成功,,,原因不明,
2014/7/19 7:21,重合成功,,配电变压器,用户原因,用户运行和维护管理不到位
2014/7/19 7:56,重合成功,,,原因不明,
2014/7/19 8:33,重合成功,,,原因不明,
2014/7/19 8:47,接地,2014/7/19 9:50,配电变压器,用户原因,用户运行和维护管理不到位
2014/7/19 10:00,接地,2014/7/19 13:23,拉线,设备本体,设备老化
2014/7/19 13:59,重合成功,,架空导线,外力因素,建设施工
2014/7/19 15:44,重合成功,,,原因不明,
2014/7/19 16:58,重合成功,,,原因不明,
2014/7/19 17:33,重合不成,2014/7/19 18:56,杆塔,外力因素,车辆
2014/7/20 4:14,接地,2014/7/20 6:27,配电变压器,用户原因,设备老旧
2014/7/20 10:34,重合不成,2014/7/20 11:50,架空导线,外力因素,建设施工
2014/7/20 10:40,重合不成,2014/7/20 15:00,架空导线,外力因素,建设施工
2014/7/20 13:14,接地,2014/7/20 16:40,架空导线,外力因素,盗窃
2014/7/20 14:43,重合成功,,电缆,用户原因,外力破坏
2014/7/20 14:58,重合不成,2014/7/20 15:46,电缆,外力因素,建设施工
2014/7/20 21:26,重合成功,,配电变压器,设备本体,设备老化
2014/7/21 4:50,重合成功,,其它,设备本体,设备老化
2014/7/21 4:50,重合成功,,其它,设备本体,设备老化
2014/7/21 6:50,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/21 13:56,重合成功,,,原因不明,
2014/7/21 14:07,重合成功,,配电变压器,用户原因,用户运行和维护管理不到位
2014/7/21 15:06,重合成功,,配电变压器,用户原因,设备老旧
2014/7/21 20:33,重合不成,2014/7/21 22:25,电缆附件,设计安装不当,安装工艺不当
2014/7/21 22:43,接地,2014/7/21 23:42,配电变压器,用户原因,用户运行和维护管理不到位
2014/7/22 6:42,重合成功,,,原因不明,
2014/7/22 8:12,接地,2014/7/22 15:10,电缆,外力因素,建设施工
2014/7/22 8:20,无重合闸,2014/7/22 11:14,配电变压器,用户原因,用户运行和维护管理不到位
2014/7/22 8:20,接地,2014/7/22 14:40,电缆附件,用户原因,设备老旧
2014/7/22 8:21,接地,2014/7/22 14:30,电缆,外力因素,建设施工
2014/7/22 9:08,重合成功,,令克,用户原因,设备老旧
2014/7/22 10:56,重合成功,,,原因不明,
2014/7/22 12:40,重合不成,2014/7/22 13:09,架空导线,用户原因,外力破坏
2014/7/22 13:22,重合成功,,,原因不明,
2014/7/22 13:59,重合不成,2014/7/22 22:26,电缆,外力因素,建设施工
2014/7/22 15:30,无重合闸,2014/7/22 17:14,配电变压器,用户原因,用户运行和维护管理不到位
2014/7/22 17:40,无重合闸,2014/7/22 18:40,电缆附件,设计安装不当,安装工艺不当
2014/7/22 17:51,重合成功,,,原因不明,
2014/7/22 20:49,重合成功,,,原因不明,
2014/7/23 1:30,重合不成,2014/7/23 1:55,杆塔,外力因素,建设施工
2014/7/23 5:48,重合不成,2014/7/23 7:59,架空导线,设计安装不当,安装工艺不当
2014/7/23 6:10,重合不成,2014/7/23 7:45,杆塔,设备本体,设备老化
2014/7/23 6:42,重合成功,,柱开,设计安装不当,安装工艺不当
2014/7/23 9:45,重合不成,2014/7/23 11:07,架空导线,运行维护不当,巡检不到位
2014/7/23 10:30,无重合闸,2014/7/23 11:41,电缆,外力因素,建设施工
2014/7/23 10:46,重合不成,2014/7/23 13:20,架空导线,雨雪大风,大雨、强风
2014/7/23 13:09,重合不成,2014/7/23 14:51,令克,用户原因,用户运行和维护管理不到位
2014/7/23 14:54,重合不成,2014/7/23 15:37,配电变压器,用户原因,设备老旧
2014/7/23 16:27,重合成功,,,原因不明,
2014/7/23 16:39,重合成功,,,原因不明,
2014/7/23 17:16,重合不成,2014/7/23 18:12,电缆,用户原因,外力破坏
2014/7/24 8:00,重合不成,2014/7/24 8:43,电缆,外力因素,建设施工
2014/7/24 8:27,无重合闸,2014/7/24 9:25,架空导线,运行维护不当,巡检不到位
2014/7/24 10:02,重合成功,,,原因不明,
2014/7/24 10:34,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/24 10:35,重合成功,,,原因不明,
2014/7/24 10:39,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/24 10:39,重合不成,2014/7/24 11:39,架空导线,雨雪大风,大雨、强风
2014/7/24 11:15,重合成功,,,原因不明,
2014/7/24 11:44,重合不成,2014/7/24 12:57,架空导线,雨雪大风,大雨、强风
2014/7/24 12:12,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/24 12:20,重合不成,2014/7/24 13:21,配电变压器,用户原因,用户运行和维护管理不到位
2014/7/24 14:44,重合成功,,,原因不明,
2014/7/24 14:49,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/24 16:50,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/24 17:31,重合成功,,配电变压器,用户原因,用户运行和维护管理不到位
2014/7/24 17:50,重合成功,,,原因不明,
2014/7/24 18:37,重合不成,2014/7/24 23:25,配电变压器,用户原因,用户运行和维护管理不到位
2014/7/24 18:37,无重合闸,2014/7/24 20:19,电缆附件,设计安装不当,安装工艺不当
2014/7/24 18:43,重合不成,2014/7/24 21:38,架空导线,自然灾害,飓风、台风
2014/7/24 18:45,重合成功,,,原因不明,
2014/7/24 18:45,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/24 19:00,重合不成,2014/7/24 21:15,架空导线,自然灾害,飓风、台风
2014/7/24 19:17,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/24 19:43,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/24 19:48,重合成功,,架空导线,自然灾害,飓风、台风
2014/7/24 19:52,重合成功,,架空导线,自然灾害,飓风、台风
2014/7/24 19:59,重合不成,2014/7/24 21:17,令克,用户原因,恶劣天气
2014/7/24 20:50,重合不成,2014/7/24 22:38,架空导线,自然灾害,飓风、台风
2014/7/24 20:53,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/24 22:29,重合成功,,架空导线,自然灾害,飓风、台风
2014/7/24 23:01,无重合闸,2014/7/25 0:18,配电变压器,用户原因,用户运行和维护管理不到位
2014/7/25 0:38,重合不成,2014/7/25 3:23,环网柜,自然灾害,飓风、台风
2014/7/25 1:45,接地,2014/7/25 10:28,电缆,设备本体,设备老化
2014/7/25 2:07,重合不成,2014/7/25 3:22,杆塔,雨雪大风,大雨、强风
2014/7/25 2:38,重合成功,,配电变压器,用户原因,用户运行和维护管理不到位
2014/7/25 2:58,重合成功,,架空导线,自然灾害,飓风、台风
2014/7/25 3:22,重合不成,2014/7/25 10:25,令克,用户原因,用户运行和维护管理不到位
2014/7/25 3:42,重合成功,,架空导线,雨雪大风,大雨、强风
2014/7/25 3:51,重合成功,,架空导线,雨雪大风,大雨、强风
